30
(1,Aroma,0.2,0.2)
(2,Bagel,0.5,0.5)
(3,Batter,1.5,1.0)
(4,Beans,0.5,0.1)
(5,Beer,0.2,0.5)
(6,Biscuit,0.3,1.2)
(7,Bread,1.0,3.0)
(8,Broth,0.1,0.3)
(9,Burger,0.3,0.3)
(10,Butter,0.2,2.5)
(11,Cake,0.1,0.8)
(12,Candy,1.0,0.8)
(13,Caramel,0.5,0.8)
(14,Caviar,1.6,3.5)
(15,Cheese,1.0,1.0)
(16,Chili,0.7,0.8)
(17,Chocolate,0.3,9.0)
(18,Cider,0.8,0.4)
(19,Cobbler,0.8,0.4)
(20,Cocoa,0.5,5.0)
(21,Coffee,0.1,6.0)
(22,Cookie,0.5,2.0)
(23,Cream,0.2,0.3)
(24,Croissant,0.5,2.0)
(25,Crumble,0.3,0.1)
(26,Cuisine,0.2,4.0)
(27,Curd,4.0,2.0)
(28,Dessert,0.6,0.3)
(29,Dish,0.5,0.2)
(30,Drink,0.2,0.7)
