29488
(16474,18694)
(17088,15087)
(8600,4670)
(10150,20346)
(17694,21639)
(19284,7254)
(8623,17671)
(25759,6092)
(8785,7284)
(24110,9940)
(18021,9237)
(17950,15438)
(21578,24328)
(14361,2101)
(6247,15785)
(20986,22360)
(24049,9490)
(9203,22350)
(9702,4586)
(372,2556)
(1782,13360)
(5139,23096)
(9201,2873)
(18067,21547)
(16633,20754)
(900,416)
(3891,17179)
(13192,6084)
(14241,6292)
(8099,981)
(24841,21415)
(21994,3794)
(15992,15048)
(1933,6609)
(4378,3535)
(13390,8200)
(3063,23849)
(14016,1025)
(14802,1401)
(20976,19562)
(10796,2998)
(12120,13400)
(5926,15633)
(16478,4317)
(16008,8560)
(2668,19465)
(5653,23788)
(474,25226)
(875,16819)
(11123,11999)
(2933,4648)
(20587,14476)
(11371,24726)
(18503,17248)
(3542,21775)
(4796,3449)
(5900,14033)
(6054,4686)
(19419,5889)
(22573,18982)
(10551,3295)
(6869,19911)
(5447,23133)
(1131,12513)
(23945,9763)
(15961,23876)
(23989,20029)
(25920,17843)
(26054,3717)
(11049,8856)
(14473,21260)
(17374,2886)
(20184,10916)
(16361,15281)
(22038,7835)
(1219,21771)
(4014,19739)
(674,11847)
(11075,4587)
(6931,11318)
(15545,13079)
(22920,4469)
(21441,21960)
(3207,2118)
(19776,7310)
(12686,4321)
(1779,3332)
(6011,12440)
(21061,10853)
(5855,17042)
(16103,11122)
(5776,16926)
(9611,20978)
(3033,4441)
(16358,4684)
(7259,19801)
(14998,15932)
(23787,15009)
(19071,4161)
(5893,18224)
(19551,20538)
(8391,18254)
(10980,8704)
(12560,8958)
(5128,4535)
(23730,24849)
(1775,15053)
(19408,21412)
(17323,23632)
(7806,18019)
(995,8321)
(13712,3526)
(23597,18570)
(22067,3841)
(7796,14131)
(16826,13732)
(11171,23755)
(18204,2605)
(13980,21872)
(25839,20016)
(25833,14028)
(7928,549)
(9103,17067)
(16928,24062)
(21836,3389)
(25589,11058)
(15620,7675)
(1915,13256)
(17948,23024)
(18363,898)
(4680,16495)
(5948,20747)
(1652,13207)
(6285,21799)
(18065,4556)
(2590,9828)
(4442,11467)
(17466,10505)
(10533,16623)
(10,16605)
(7720,25627)
(17895,858)
(17772,769)
(22523,20471)
(25960,15555)
(13341,23464)
(2182,11631)
(26035,25049)
(21372,13778)
(9005,6130)
(3683,24627)
(8029,4703)
(21945,8353)
(24165,10431)
(9810,16006)
(18493,2236)
(207,24717)
(1317,7099)
(21683,19923)
(18315,14239)
(7052,22991)
(23519,88)
(9771,8590)
(7121,2002)
(14590,10424)
(526,9171)
(15605,4164)
(5766,7227)
(7657,21017)
(14037,2573)
(728,14343)
(18670,4215)
(19182,6687)
(18766,24987)
(22271,15376)
(22230,3853)
(2435,24573)
(16357,10309)
(8035,5812)
(16077,9084)
(8730,24189)
(21045,1950)
(14616,18993)
(1415,7948)
(14757,13967)
(10424,10402)
(22076,10521)
(20040,8085)
(13992,231)
(10911,6525)
(25456,6603)
(24515,3466)
(17392,7236)
(18133,16212)
(24028,24606)
(16255,291)
(2844,17324)
(2330,21372)
(23826,5650)
(142,18033)
(3162,5316)
(17171,13029)
(14087,19470)
(10176,16836)
(16753,7688)
(14717,3642)
(23964,1647)
(19588,20204)
(20014,4591)
(5548,11842)
(24723,14496)
(13454,1927)
(2860,185)
(20234,7668)
(7971,15619)
(19496,22109)
(23908,15594)
(24878,9909)
(24454,14061)
(3960,736)
(20421,8134)
(23116,5210)
(7260,8962)
(446,9633)
(23536,13351)
(6158,17503)
(24820,4742)
(23773,14062)
(1365,14323)
(2604,12175)
(18116,11835)
(18726,3814)
(1504,3426)
(6458,10342)
(22298,9486)
(2582,18499)
(3669,4711)
(6297,4054)
(12327,23624)
(20760,3203)
(9734,25118)
(10762,11659)
(18008,19237)
(11844,17966)
(22219,24807)
(14687,17623)
(15700,9176)
(26046,4481)
(4197,24307)
(3605,5193)
(19146,4004)
(18544,1701)
(20794,13536)
(11146,11928)
(693,24329)
(5299,12268)
(8815,26068)
(22401,24907)
(9161,9128)
(15134,9773)
(15200,18152)
(9410,13152)
(12090,5662)
(8320,5242)
(7116,9630)
(20776,481)
(4607,21058)
(13398,79)
(20985,12580)
(5677,8525)
(13542,3513)
(15340,25202)
(25553,13209)
(18162,3059)
(12750,16324)
(17043,15109)
(6892,16048)
(14449,13691)
(9155,13271)
(2865,24265)
(11545,13173)
(15269,24110)
(16214,8865)
(17356,1749)
(12573,6301)
(14661,20724)
(17830,10972)
(14989,23110)
(6591,20245)
(1695,9252)
(21465,9687)
(23297,18444)
(14240,23612)
(19096,22404)
(21116,12132)
(12277,13168)
(2709,12501)
(17574,4871)
(19185,13097)
(2185,5096)
(15475,1218)
(946,11245)
(20570,7079)
(19130,13027)
(19246,6114)
(19230,6921)
(23294,9699)
(5025,20415)
(10025,14151)
(12070,22821)
(25291,7953)
(4285,16878)
(7551,23413)
(17676,4439)
(21392,20006)
(186,26012)
(3653,9731)
(25892,6642)
(10232,18273)
(402,5355)
(22140,3410)
(17232,18300)
(18968,4636)
(6656,4887)
(20253,12930)
(12999,4092)
(14966,7322)
(13527,6410)
(22285,19507)
(13401,11768)
(25656,25414)
(6369,5069)
(13335,1147)
(14291,6061)
(7089,22818)
(10208,724)
(7334,8037)
(4807,25739)
(13872,21835)
(131,14329)
(10497,21397)
(7523,13764)
(1278,22365)
(11438,25683)
(13512,345)
(13940,22665)
(1754,13802)
(2765,1423)
(3032,16441)
(9488,25466)
(15071,23440)
(18112,12877)
(4836,19132)
(9903,18391)
(9268,23109)
(20319,7703)
(7470,22489)
(16620,12989)
(11000,16903)
(12373,12739)
(3878,19670)
(10493,19064)
(17989,19535)
(5892,18614)
(295,8984)
(21711,22174)
(1321,10618)
(13691,14078)
(19765,8478)
(11125,5057)
(1732,25588)
(17875,4659)
(18126,19551)
(8414,9593)
(9537,21853)
(11059,15534)
(2666,21956)
(3280,15810)
(2253,17658)
(11670,11791)
(8090,12855)
(19532,2157)
(8689,24066)
(8718,9022)
(14575,22561)
(16686,15194)
(1660,25503)
(15598,20942)
(5641,5680)
(25735,1160)
(1988,22900)
(21507,13335)
(6791,14480)
(4666,19658)
(24358,23635)
(4179,21697)
(11471,20753)
(14801,11140)
(20452,24005)
(2166,5302)
(17999,5331)
(10049,18147)
(16155,16654)
(19218,25787)
(10736,6038)
(22877,203)
(24279,2147)
(7544,14858)
(7663,24191)
(1744,24341)
(25021,23684)
(8984,25732)
(4365,5386)
(1494,7144)
(9592,20202)
(17025,14935)
(9687,11333)
(15648,12228)
(16353,23422)
(21670,1955)
(16814,25086)
(9036,14913)
(23190,19680)
(25704,23293)
(6925,4075)
(18439,13096)
(10969,15124)
(14904,19757)
(6473,12317)
(18674,22241)
(17293,9250)
(8353,16132)
(6037,25335)
(12115,25858)
(25205,5042)
(20135,4131)
(13051,21438)
(20852,10723)
(2385,13079)
(3418,3448)
(2546,972)
(21077,12931)
(1393,1784)
