7108
(1,-6069.130291186622,6117.611279204488)
(2,-6441.633295445936,1300.4246671078727)
(3,-6143.186112331925,-147.22208287660033)
(4,-3357.642004958936,4734.457586672157)
(5,-7485.086487078341,4533.417159298435)
(6,-2223.2313633312006,5683.283895730041)
(7,-5113.854676383198,4735.4583410117775)
(8,-3299.042278617155,4055.278974726796)
(9,-1817.3698810784845,4602.469208745286)
(10,-1404.9478981540306,3936.1892082905397)
(11,-5266.970090372837,356.82451960258186)
(12,-7376.449043746805,2092.3549346709624)
(13,-7512.662828886299,3505.9760371027514)
(14,-5882.434009350487,5610.340023851953)
(15,-4214.732499535312,4355.171691888012)
(16,-7086.341480130912,3048.9648885941133)
(17,-6260.719149795244,4292.680143113248)
(18,-6476.770892265602,4273.665810656734)
(19,-2960.8985066912137,722.6558282636106)
(20,-4470.703220671043,3333.290316023864)
(21,-5063.816959393211,233.84293073415756)
(22,-1179.7781716987956,3693.8954631322995)
(23,-6139.183094972745,74.83418563194573)
(24,-4057.2804834065028,1800.2458623750135)
(25,-6747.419343718444,3216.7580329012126)
(26,-7441.053296127124,3223.652118353173)
(27,-5254.405063661863,2085.460849219002)
(28,-5632.13422947342,1979.6032790532336)
(29,-4031.2608705719467,5207.036024911329)
(30,-5749.778461863287,4765.480971206911)
(31,-1865.8508690956514,2381.0169642399997)
(32,-2960.787311764667,3241.1097218357027)
(33,-4692.314709473518,3884.2611775482073)
(34,-4206.504074963625,2280.1631657741964)
(35,-4159.691010846174,4331.931952219456)
(36,-5913.902173590846,5698.962380386889)
(37,-7017.511820538086,3754.3855032278225)
(38,-5987.735604882822,493.5942793758586)
(39,-5990.181893268949,2939.77147062961)
(40,-6263.721412814455,63.492303115315735)
(41,-6489.55830882967,3932.6309706391767)
(42,-7534.790619288338,4550.541178002022)
(43,-5664.82553790696,5932.249336487614)
(44,-4474.03906847036,325.13396550901234)
(45,-6274.6185156257125,3033.3975988635793)
(46,-6799.792154168012,2916.865315740928)
(47,-2190.984834604198,3790.4126594597474)
(48,-5140.096679071314,533.9580377470702)
(49,-3576.4736205956433,5037.241371924989)
(50,-4410.324375502998,2987.5852890871465)
(51,-4431.451411565533,3823.8823323799297)
(52,-5442.324489691178,1986.942144212313)
