81
(1, 0, 0)
(2, 0, 75)
(3, 0, 150)
(4, 0, 225)
(5, 0, 300)
(6, 0, 375)
(7, 0, 450)
(8, 0, 525)
(9, 0, 600)
(10, 75, 0)
(11, 75, 75)
(12, 75, 150)
(13, 75, 225)
(14, 75, 300)
(15, 75, 375)
(16, 75, 450)
(17, 75, 525)
(18, 75, 600)
(19, 150, 0)
(20, 150, 75)
(21, 150, 150)
(22, 150, 225)
(23, 150, 300)
(24, 150, 375)
(25, 150, 450)
(26, 150, 525)
(27, 150, 600)
(28, 225, 0)
(29, 225, 75)
(30, 225, 150)
(31, 225, 225)
(32, 225, 300)
(33, 225, 375)
(34, 225, 450)
(35, 225, 525)
(36, 225, 600)
(37, 300, 0)
(38, 300, 75)
(39, 300, 150)
(40, 300, 225)
(41, 300, 300)
(42, 300, 375)
(43, 300, 450)
(44, 300, 525)
(45, 300, 600)
(46, 375, 0)
(47, 375, 75)
(48, 375, 150)
(49, 375, 225)
(50, 375, 300)
(51, 375, 375)
(52, 375, 450)
(53, 375, 525)
(54, 375, 600)
(55, 450, 0)
(56, 450, 75)
(57, 450, 150)
(58, 450, 225)
(59, 450, 300)
(60, 450, 375)
(61, 450, 450)
(62, 450, 525)
(63, 450, 600)
(64, 525, 0)
(65, 525, 75)
(66, 525, 150)
(67, 525, 225)
(68, 525, 300)
(69, 525, 375)
(70, 525, 450)
(71, 525, 525)
(72, 525, 600)
(73, 600, 0)
(74, 600, 75)
(75, 600, 150)
(76, 600, 225)
(77, 600, 300)
(78, 600, 375)
(79, 600, 450)
(80, 600, 525)
(81, 600, 600)
